Year,Country of origin,Country of origin (ISO),Continent of Origin,Least Developed Countries (LDC) - O,Land Locked Developing Countries (LLDC) - O,Small Island Developing States (SIDS) - O,Economic Growth (from prior year) - O,Population - O,GPD LCU (Trillions) - O,% <$1.90 a day - O,% of Famine - O,Maternal Mortality (Deaths) - O,Maternal Mortality per 100k - O ,Suicide Mortality per 100k - O,Life Expectancy (Year) - O ,% Male (Pop) - O ,% Rural Population - O,Death Rate (Crude) per 1k - O ,Birth Rate (Crude) Per 1k- O,Natural Increase (Crude) per 1k - O,% Crop Production to '14-16 - O,Gov Education Budget (% of) - O,Country of asylum,Country of asylum (ISO),Continent of asylum,Least Developed Countries (LDC) - A,Land Locked Developing Countries (LLDC) - A,Small Island Developing States (SIDS) - A,Economic Growth (from prior year) - A,Population - A,GPD LCU (Trillions) - A,% <$1.90 a day - A,% of Famine - A,Maternal Mortality (Deaths) - A,Maternal Mortality per 100k - A,Suicide Mortality per 100k - A,Life Expectancy (Year) - A,% Male (Pop) - A,% Rural Population - A,Death Rate (Crude) per 1k - A,Birth Rate (Crude) Per 1k - A,Natural Increase (Crude) per 1k - A,% Crop Production to '14-16 - A,Gov Education Budget (% of) - A,Continent Move,LDC to LDC,LDC to MDC,MDC to LDC,MDC to MDC,To LDC,To MDC,Economic Growth difference,Population - Difference,GDP LCU (T) Difference,% <$1.90 a day - Difference,% of Famine - Difference,Maternal Mortality (Deaths) - Difference,Maternal Mortality per 100k - Difference,Suicide Mortality per 100k - Difference,Life Expectancy (Year) - Difference,% Male (Pop) - Difference,% Rural Population - Difference,Death Rate (Crude) per 1k - Difference,Birth Rate (Crude) Per 1k - Difference,Natural Increase (Crude) per 1k - Difference,% Crop Production to '14-16 - Difference,Gov Education Budget (% of) - Difference,Distance (KM),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Venezuelans displaced abroad,Stateless persons,hst,Others of concern,Total decisions,Decisions Per 100k,Decisions % - O
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,Netherlands,NLD,Europe,0,0,0,0,16225302,0.6,0,0.03,24,12,9.6,78.49,0.5,0.2,0.09,12.3,12.21,0.88,0.12,Europe to Europe,0,0,0,1,0,1,0.05,0.48,0.1,0,0.02,-13,1.33,1.57,0.92,0.98,1.53,1.66,0.71,0.7,0.78,0,"1,745",34,6,0,,0,0,0,40,0.51,0
2003,Czechia,CZE,Europe,0,0,0,0.04,10193998,3.37,0,0.03,6,6,17,75.17,0.49,0.26,0.11,9.2,9.09,0.68,0.08,Netherlands,NLD,Europe,0,0,0,0,16225302,0.6,0,0.03,24,12,9.6,78.49,0.5,0.2,0.09,12.3,12.21,0.88,0.12,Europe to Europe,0,0,0,1,0,1,0.03,0.63,5.65,0,0,-18,0.5,1.77,0.96,0.98,1.34,1.25,0.75,0.74,0.77,-0.03,"1,745",35,18,0,,0,0,0,53,0.52,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,Norway,NOR,Europe,0,0,0,0.01,4564855,2.55,0,0.03,3,5,11.8,79.39,0.5,0.23,0.09,12.4,12.31,0.97,0.16,Europe to Europe,0,0,0,1,0,1,0.04,1.7,0.02,0,0.02,8,3.2,1.28,0.91,0.98,1.31,1.55,0.7,0.7,0.71,-0.04,"2,096",8,0,0,,0,0,0,8,0.1,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,New Zealand,NZL,Oceania,0,0,0,0.05,4027200,0.19,0,0.03,7,12,13.7,79.15,0.49,0.14,0.07,13.94,13.87,0.72,0.17,Europe to Oceania,0,0,0,1,0,1,0.01,1.93,0.32,0,0.02,4,1.33,1.1,0.91,0.99,2.19,2.07,0.62,0.62,0.95,-0.06,"17,662",0,6,0,,0,0,0,6,0.08,0
2003,Czechia,CZE,Europe,0,0,0,0.04,10193998,3.37,0,0.03,6,6,17,75.17,0.49,0.26,0.11,9.2,9.09,0.68,0.08,New Zealand,NZL,Oceania,0,0,0,0.05,4027200,0.19,0,0.03,7,12,13.7,79.15,0.49,0.14,0.07,13.94,13.87,0.72,0.17,Europe to Oceania,0,0,0,1,0,1,-0.01,2.53,17.42,0,0,-1,0.5,1.24,0.95,0.99,1.91,1.57,0.66,0.66,0.94,-0.08,"17,662",9,73,0,,0,0,0,82,0.8,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,Peru,PER,Americas,0,0,0,0.04,27372217,0.25,0.12,0.23,780,127,3,72.24,0.5,0.26,0.05,22.45,22.4,0.65,0.15,Europe to Americas,0,0,0,1,0,1,0.01,0.28,0.25,-0.12,-0.19,-769,0.13,5.03,1,0.98,1.17,2.69,0.39,0.38,1.06,-0.03,"11,754",7,0,0,,0,0,0,7,0.09,0
2003,Czechia,CZE,Europe,0,0,0,0.04,10193998,3.37,0,0.03,6,6,17,75.17,0.49,0.26,0.11,9.2,9.09,0.68,0.08,Peru,PER,Americas,0,0,0,0.04,27372217,0.25,0.12,0.23,780,127,3,72.24,0.5,0.26,0.05,22.45,22.4,0.65,0.15,Europe to Americas,0,0,0,1,0,1,-0.01,0.37,13.71,-0.12,-0.21,-774,0.05,5.67,1.04,0.98,1.02,2.04,0.41,0.41,1.04,-0.06,"11,754",5,0,0,,0,0,0,5,0.05,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,South Africa,ZAF,Africa,0,0,0,0.03,46719203,3.1,0,0.04,2000,186,25.1,53.75,0.49,0.42,0.14,22.76,22.63,0.87,0.2,Europe to Africa,0,0,0,1,0,1,0.02,0.17,0.02,0,0.01,-1989,0.09,0.6,1.34,0.99,0.72,1.06,0.38,0.38,0.79,-0.08,"7,627",0,188,0,,0,0,0,188,2.42,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,Slovakia,SVK,Europe,0,0,0,0.05,5373374,0.05,0,0.06,4,7,15,73.6,0.49,0.44,0.1,9.6,9.5,0.74,0.1,Europe to Europe,0,0,0,1,0,1,0,1.45,1.26,0,-0.02,7,2.29,1.01,0.98,1,0.68,1.48,0.91,0.9,0.93,0.01,776,8,15,0,,0,0,0,23,0.3,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,Eswatini,SWZ,Africa,0,1,0,0.04,1022796,0.03,0,0.08,180,538,40.5,43.37,0.48,0.78,0.18,31.98,31.8,0.85,0.22,Europe to Africa,0,0,1,0,1,0,0.01,7.6,2.34,0,-0.04,-169,0.03,0.37,1.66,1.02,0.39,0.81,0.27,0.27,0.81,-0.11,"7,716",5,5,0,,0,0,0,10,0.13,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,Sweden,SWE,Europe,0,0,0,0.02,8958229,3.26,0,0.03,5,5,14.4,80.1,0.5,0.16,0.1,11.1,11,0.87,0.13,Europe to Europe,0,0,0,1,0,1,0.03,0.87,0.02,0,0.02,6,3.2,1.05,0.9,0.98,1.91,1.38,0.78,0.78,0.8,-0.02,"1,884",35,105,0,,0,0,0,140,1.8,0
2003,Czechia,CZE,Europe,0,0,0,0.04,10193998,3.37,0,0.03,6,6,17,75.17,0.49,0.26,0.11,9.2,9.09,0.68,0.08,Sweden,SWE,Europe,0,0,0,0.02,8958229,3.26,0,0.03,5,5,14.4,80.1,0.5,0.16,0.1,11.1,11,0.87,0.13,Europe to Europe,0,0,0,1,0,1,0.01,1.14,1.03,0,0,1,1.2,1.18,0.94,0.98,1.66,1.05,0.83,0.83,0.78,-0.04,"1,884",0,5,0,,0,0,0,5,0.05,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,Switzerland,CHE,Europe,0,0,0,0,7339001,0.52,0,0.03,5,7,18.7,80.54,0.49,0.27,0.09,9.8,9.71,0.93,0.16,Europe to Europe,0,0,0,1,0,1,0.05,1.06,0.12,0,0.02,6,2.29,0.81,0.89,1,1.13,1.67,0.89,0.88,0.74,-0.05,"1,336",38,39,0,,0,0,0,77,0.99,0
2003,Bulgaria,BGR,Europe,0,0,0,0.05,7775327,0.06,0,0.05,11,16,15.1,72.07,0.49,0.3,0.14,8.7,8.56,0.69,0.11,United States of America,USA,Americas,0,0,0,0.03,290107933,14.52,0.01,0.03,540,13,11.7,77.04,0.49,0.2,0.08,14.1,14.02,0.77,0,Europe to Americas,0,0,0,1,0,1,0.02,0.03,0,-0.01,0.02,-529,1.23,1.29,0.94,0.99,1.48,1.71,0.62,0.61,0.9,0.11,"4,464",507,566,0,,0,0,0,1073,13.8,0
2003,Czechia,CZE,Europe,0,0,0,0.04,10193998,3.37,0,0.03,6,6,17,75.17,0.49,0.26,0.11,9.2,9.09,0.68,0.08,United States of America,USA,Americas,0,0,0,0.03,290107933,14.52,0.01,0.03,540,13,11.7,77.04,0.49,0.2,0.08,14.1,14.02,0.77,0,Europe to Americas,0,0,0,1,0,1,0.01,0.04,0.23,-0.01,0,-534,0.46,1.45,0.98,0.99,1.29,1.3,0.65,0.65,0.89,0.08,"4,464",12,76,0,,0,0,0,88,0.86,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Argentina,ARG,Americas,0,0,0,0.09,38491970,0.49,0.06,0.04,440,61,8.7,74.28,0.49,0.1,0.08,18.88,18.8,0.67,0.15,Europe to Americas,0,0,0,1,0,1,-0.03,0.2,0.14,-0.06,0.01,-429,0.26,1.63,0.98,1,2.94,1.84,0.48,0.48,1.35,-0.08,"11,934",0,5,0,,0,0,0,5,0.06,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Australia,AUS,Oceania,0,0,0,0.04,20127400,1.32,0.01,0.03,14,5,10.3,80.49,0.5,0.16,0.07,12.3,12.24,0.95,0,Europe to Oceania,0,0,0,1,0,1,0.02,0.38,0.05,-0.01,0.02,-3,3.2,1.38,0.9,0.98,1.92,2.2,0.74,0.73,0.95,0.07,"15,341",5,0,0,,0,0,0,5,0.06,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Australia,AUS,Oceania,0,0,0,0.04,20127400,1.32,0.01,0.03,14,5,10.3,80.49,0.5,0.16,0.07,12.3,12.24,0.95,0,Europe to Oceania,0,0,0,1,0,1,0.01,0.51,2.67,-0.01,0,-9,1,1.58,0.94,0.98,1.69,1.62,0.78,0.78,1.04,0.09,"15,341",5,0,0,,0,0,0,5,0.05,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Austria,AUT,Europe,0,0,0,0.03,8171966,0.3,0,0.03,4,5,17.5,79.18,0.49,0.41,0.09,9.7,9.61,1.13,0.1,Europe to Europe,0,0,0,1,0,1,0.04,0.94,0.22,0,0.02,7,3.2,0.81,0.92,1,0.73,1.57,0.94,0.93,0.8,-0.03,818,5,0,0,,0,0,0,5,0.06,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Austria,AUT,Europe,0,0,0,0.03,8171966,0.3,0,0.03,4,5,17.5,79.18,0.49,0.41,0.09,9.7,9.61,1.13,0.1,Europe to Europe,0,0,0,1,0,1,0.02,1.25,11.79,0,0,1,1,0.93,0.96,1,0.64,1.15,0.99,0.99,0.88,0,818,5,0,0,,0,0,0,5,0.05,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Belgium,BEL,Europe,0,0,0,0.04,10421137,0.35,0,0.03,8,7,20.2,78.88,0.49,0.03,0.1,11.3,11.2,1.04,0,Europe to Europe,0,0,0,1,0,1,0.03,0.74,0.19,0,0.02,3,2.29,0.7,0.92,0.99,11.23,1.47,0.81,0.8,0.87,0.07,"1,698",31,50,0,,0,0,0,81,1.05,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Belgium,BEL,Europe,0,0,0,0.04,10421137,0.35,0,0.03,8,7,20.2,78.88,0.49,0.03,0.1,11.3,11.2,1.04,0,Europe to Europe,0,0,0,1,0,1,0.01,0.98,9.95,0,0,-3,0.71,0.81,0.96,0.99,9.94,1.08,0.85,0.85,0.96,0.09,"1,698",26,0,0,,0,0,0,26,0.25,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Canada,CAN,Americas,0,0,0,0.04,31940655,1.51,0,0.03,35,10,11.7,79.89,0.5,0.2,0.07,10.6,10.53,0.7,0,Europe to Americas,0,0,0,1,0,1,0.03,0.24,0.04,0,0.02,-24,1.6,1.21,0.91,0.98,1.49,2.01,0.86,0.85,1.3,0.07,"7,371",693,145,0,,0,0,0,838,10.86,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Canada,CAN,Americas,0,0,0,0.04,31940655,1.51,0,0.03,35,10,11.7,79.89,0.5,0.2,0.07,10.6,10.53,0.7,0,Europe to Americas,0,0,0,1,0,1,0.01,0.32,2.33,0,0,-30,0.5,1.39,0.95,0.98,1.32,1.48,0.91,0.9,1.42,0.09,"7,371",388,23,0,,0,0,0,411,4.03,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Cyprus,CYP,Asia,0,0,0,0.05,1010410,0.02,0,0.07,1,9,0.9,78.51,0.51,0.32,0.07,11.96,11.89,1.85,0.16,Europe to Asia,0,0,0,1,0,1,0.01,7.64,4.07,0,-0.02,10,1.78,15.78,0.92,0.96,0.94,2.11,0.76,0.75,0.49,-0.09,"1,205",0,22,0,,0,0,0,22,0.29,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Europe to Europe,0,0,0,1,0,1,0.02,0.76,0.02,0,0.02,6,3.2,0.87,0.96,1,1.13,1.36,0.95,0.94,0.91,-0.03,"1,065",37,7,0,,0,0,0,44,0.57,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Finland,FIN,Europe,0,0,0,0.04,5228172,0.2,0,0.03,3,5,21.2,78.71,0.49,0.17,0.09,11,10.91,0.97,0.13,Europe to Europe,0,0,0,1,0,1,0.03,1.48,0.34,0,0.02,8,3.2,0.67,0.92,0.99,1.73,1.57,0.83,0.82,0.93,-0.06,"1,946",5,0,0,,0,0,0,5,0.06,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,France,FRA,Europe,0,0,0,0.03,62704901,1.97,0,0.03,71,9,19.5,80.16,0.48,0.23,0.08,12.8,12.72,1.06,0,Europe to Europe,0,0,0,1,0,1,0.04,0.12,0.03,0,0.02,-60,1.78,0.73,0.91,1,1.29,1.72,0.71,0.7,0.85,0.07,"1,758",73,0,0,,0,0,0,73,0.95,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,France,FRA,Europe,0,0,0,0.03,62704901,1.97,0,0.03,71,9,19.5,80.16,0.48,0.23,0.08,12.8,12.72,1.06,0,Europe to Europe,0,0,0,1,0,1,0.02,0.16,1.79,0,0,-66,0.56,0.84,0.94,1.01,1.14,1.27,0.75,0.75,0.94,0.09,"1,758",27,0,0,,0,0,0,27,0.26,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0,0,0,0.02,59987905,1.66,0,0.03,79,11,8.2,78.75,0.49,0.2,0.1,11.9,11.8,0.95,0.13,Europe to Europe,0,0,0,1,0,1,0.04,0.13,0.04,0,0.02,-68,1.45,1.73,0.92,0.99,1.46,1.47,0.76,0.76,0.95,-0.06,"2,015",9,0,0,,0,0,0,9,0.12,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0,0,0,0.02,59987905,1.66,0,0.03,79,11,8.2,78.75,0.49,0.2,0.1,11.9,11.8,0.95,0.13,Europe to Europe,0,0,0,1,0,1,0.02,0.17,2.12,0,0,-74,0.45,1.99,0.96,0.99,1.29,1.08,0.81,0.8,1.05,-0.03,"2,015",120,0,0,,0,0,0,120,1.18,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Germany,DEU,Europe,0,0,0,0.01,82516260,2.61,0,0.03,43,6,14,78.68,0.49,0.24,0.1,8.6,8.5,1.04,0,Europe to Europe,0,0,0,1,0,1,0.05,0.09,0.03,0,0.02,-32,2.67,1.01,0.92,1,1.23,1.44,1.06,1.05,0.87,0.07,"1,319",792,64,0,,0,0,0,856,11.09,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Germany,DEU,Europe,0,0,0,0.01,82516260,2.61,0,0.03,43,6,14,78.68,0.49,0.24,0.1,8.6,8.5,1.04,0,Europe to Europe,0,0,0,1,0,1,0.04,0.12,1.35,0,0,-38,0.83,1.16,0.96,1,1.09,1.06,1.12,1.12,0.96,0.09,"1,319",3743,0,0,,0,0,0,3743,36.71,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Greece,GRC,Europe,0,0,0,0.05,10955141,0.22,0.01,0.03,3,3,3.1,79.04,0.5,0.26,0.1,9.6,9.5,1.02,0.08,Europe to Europe,0,0,0,1,0,1,0.01,0.7,0.3,-0.01,0.02,8,5.33,4.58,0.92,0.98,1.15,1.49,0.95,0.94,0.89,-0.01,526,0,11,0,,0,0,0,11,0.14,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Ireland,IRL,Europe,0,0,0,0.07,4070262,0.18,0,0.03,4,6,11.9,78.54,0.5,0.4,0.07,15.2,15.13,1.12,0.14,Europe to Europe,0,0,0,1,0,1,0,1.9,0.38,0,0.02,7,2.67,1.19,0.92,0.98,0.75,2.04,0.6,0.59,0.81,-0.07,"2,474",38,0,0,,0,0,0,38,0.49,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Ireland,IRL,Europe,0,0,0,0.07,4070262,0.18,0,0.03,4,6,11.9,78.54,0.5,0.4,0.07,15.2,15.13,1.12,0.14,Europe to Europe,0,0,0,1,0,1,-0.02,2.51,20.16,0,0,1,0.83,1.37,0.96,0.98,0.66,1.5,0.63,0.63,0.89,-0.04,"2,474",125,0,0,,0,0,0,125,1.23,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Netherlands,NLD,Europe,0,0,0,0.02,16281779,0.61,0,0.03,22,11,9.7,79.1,0.5,0.18,0.08,11.9,11.82,0.98,0.12,Europe to Europe,0,0,0,1,0,1,0.05,0.47,0.11,0,0.02,-11,1.45,1.46,0.92,0.98,1.61,1.7,0.76,0.76,0.92,-0.05,"1,745",28,5,0,,0,0,0,33,0.43,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Netherlands,NLD,Europe,0,0,0,0.02,16281779,0.61,0,0.03,22,11,9.7,79.1,0.5,0.18,0.08,11.9,11.82,0.98,0.12,Europe to Europe,0,0,0,1,0,1,0.03,0.63,5.8,0,0,-17,0.45,1.68,0.96,0.98,1.42,1.25,0.81,0.8,1.01,-0.02,"1,745",30,12,0,,0,0,0,42,0.41,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Norway,NOR,Europe,0,0,0,0.04,4591910,2.65,0,0.03,3,5,12.8,79.84,0.5,0.23,0.09,12.4,12.31,1.07,0.16,Europe to Europe,0,0,0,1,0,1,0.03,1.68,0.02,0,0.02,8,3.2,1.11,0.91,0.98,1.32,1.59,0.73,0.73,0.84,-0.1,"2,096",8,0,0,,0,0,0,8,0.1,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,New Zealand,NZL,Oceania,0,0,0,0.04,4087500,0.2,0,0.03,7,11,12.6,79.55,0.49,0.14,0.07,14.2,14.13,0.8,0.17,Europe to Oceania,0,0,0,1,0,1,0.02,1.89,0.33,0,0.02,4,1.45,1.13,0.91,0.99,2.17,2.06,0.64,0.63,1.14,-0.1,"17,662",0,5,0,,0,0,0,5,0.06,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,New Zealand,NZL,Oceania,0,0,0,0.04,4087500,0.2,0,0.03,7,11,12.6,79.55,0.49,0.14,0.07,14.2,14.13,0.8,0.17,Europe to Oceania,0,0,0,1,0,1,0.01,2.49,17.55,0,0,-2,0.45,1.29,0.95,0.99,1.92,1.51,0.68,0.67,1.25,-0.08,"17,662",26,58,0,,0,0,0,84,0.82,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Peru,PER,Americas,0,0,0,0.05,27624226,0.26,0.14,0.22,750,122,2.8,72.58,0.5,0.25,0.05,22.32,22.27,0.64,0.15,Europe to Americas,0,0,0,1,0,1,0.02,0.28,0.26,-0.14,-0.17,-739,0.13,5.07,1,0.98,1.17,2.68,0.41,0.4,1.41,-0.09,"11,754",5,0,0,,0,0,0,5,0.06,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Peru,PER,Americas,0,0,0,0.05,27624226,0.26,0.14,0.22,750,122,2.8,72.58,0.5,0.25,0.05,22.32,22.27,0.64,0.15,Europe to Americas,0,0,0,1,0,1,0,0.37,13.69,-0.14,-0.19,-745,0.04,5.82,1.04,0.98,1.04,1.97,0.43,0.43,1.55,-0.06,"11,754",5,0,0,,0,0,0,5,0.05,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,South Africa,ZAF,Africa,0,0,0,0.05,47291610,3.24,0,0.03,2100,195,24.6,53.44,0.49,0.41,0.14,22.9,22.76,0.87,0.2,Europe to Africa,0,0,0,1,0,1,0.02,0.16,0.02,0,0.02,-2089,0.08,0.58,1.36,0.99,0.73,1.03,0.4,0.39,1.03,-0.13,"7,627",0,188,0,,0,0,0,188,2.44,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Slovakia,SVK,Europe,0,0,0,0.05,5372280,0.05,0,0.06,4,7,13.9,73.96,0.48,0.44,0.1,10,9.9,0.98,0.11,Europe to Europe,0,0,0,1,0,1,0.01,1.44,1.27,0,-0.01,7,2.29,1.02,0.98,1,0.67,1.47,0.91,0.9,0.92,-0.04,776,0,9,0,,0,0,0,9,0.12,0
2004,Czechia,CZE,Europe,0,0,0,0.05,10197101,3.53,0,0.03,5,5,16.3,75.72,0.49,0.26,0.11,9.6,9.5,1,0.09,Slovakia,SVK,Europe,0,0,0,0.05,5372280,0.05,0,0.06,4,7,13.9,73.96,0.48,0.44,0.1,10,9.9,0.98,0.11,Europe to Europe,0,0,0,1,0,1,0,1.9,68.01,0,-0.03,1,0.71,1.17,1.02,1,0.59,1.08,0.96,0.96,1.02,-0.01,776,0,5,0,,0,0,0,5,0.05,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Eswatini,SWZ,Africa,0,1,0,0.04,1026287,0.03,0,0.08,180,539,42.4,42.73,0.48,0.78,0.18,32.01,31.82,0.87,0.21,Europe to Africa,0,0,1,0,1,0,0.03,7.52,2.41,0,-0.04,-169,0.03,0.33,1.7,1.02,0.38,0.78,0.28,0.28,1.04,-0.14,"7,716",5,5,0,,0,0,0,10,0.13,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Sweden,SWE,Europe,0,0,0,0.04,8993531,3.41,0,0.03,5,5,14.8,80.5,0.5,0.16,0.1,11.2,11.1,0.94,0.13,Europe to Europe,0,0,0,1,0,1,0.02,0.86,0.02,0,0.02,6,3.2,0.96,0.9,0.98,1.89,1.42,0.81,0.81,0.97,-0.06,"1,884",28,99,0,,0,0,0,127,1.65,0
2004,Bulgaria,BGR,Europe,0,0,0,0.07,7716860,0.07,0,0.05,11,16,14.2,72.56,0.49,0.3,0.14,9.1,8.96,0.91,0.07,Switzerland,CHE,Europe,0,0,0,0.03,7389625,0.53,0,0.03,5,7,18.5,81.09,0.49,0.27,0.08,9.9,9.82,1.11,0.16,Europe to Europe,0,0,0,1,0,1,0.04,1.04,0.12,0,0.02,6,2.29,0.77,0.89,0.99,1.12,1.77,0.92,0.91,0.81,-0.09,"1,336",25,71,0,,0,0,0,96,1.24,0
