Year,Country of origin,Country of origin (ISO),Continent of Origin,Least Developed Countries (LDC) - O,Land Locked Developing Countries (LLDC) - O,Small Island Developing States (SIDS) - O,Economic Growth (from prior year) - O,Population - O,GPD LCU (Trillions) - O,% <$1.90 a day - O,% of Famine - O,Maternal Mortality (Deaths) - O,Maternal Mortality per 100k - O ,Suicide Mortality per 100k - O,Life Expectancy (Year) - O ,% Male (Pop) - O ,% Rural Population - O,Death Rate (Crude) per 1k - O ,Birth Rate (Crude) Per 1k- O,Natural Increase (Crude) per 1k - O,% Crop Production to '14-16 - O,Gov Education Budget (% of) - O,Country of asylum,Country of asylum (ISO),Continent of asylum,Least Developed Countries (LDC) - A,Land Locked Developing Countries (LLDC) - A,Small Island Developing States (SIDS) - A,Economic Growth (from prior year) - A,Population - A,GPD LCU (Trillions) - A,% <$1.90 a day - A,% of Famine - A,Maternal Mortality (Deaths) - A,Maternal Mortality per 100k - A,Suicide Mortality per 100k - A,Life Expectancy (Year) - A,% Male (Pop) - A,% Rural Population - A,Death Rate (Crude) per 1k - A,Birth Rate (Crude) Per 1k - A,Natural Increase (Crude) per 1k - A,% Crop Production to '14-16 - A,Gov Education Budget (% of) - A,Continent Move,LDC to LDC,LDC to MDC,MDC to LDC,MDC to MDC,To LDC,To MDC,Economic Growth difference,Population - Difference,GDP LCU (T) Difference,% <$1.90 a day - Difference,% of Famine - Difference,Maternal Mortality (Deaths) - Difference,Maternal Mortality per 100k - Difference,Suicide Mortality per 100k - Difference,Life Expectancy (Year) - Difference,% Male (Pop) - Difference,% Rural Population - Difference,Death Rate (Crude) per 1k - Difference,Birth Rate (Crude) Per 1k - Difference,Natural Increase (Crude) per 1k - Difference,% Crop Production to '14-16 - Difference,Gov Education Budget (% of) - Difference,Distance (KM),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Venezuelans displaced abroad,Stateless persons,hst,Others of concern,Total decisions,Decisions Per 100k,Decisions % - O
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,Finland,FIN,Europe,0,0,0,0.01,5479531,0.21,0,0.03,2,3,14,81.48,0.49,0.15,0.1,10.1,10,0.97,0.12,Europe to Europe,0,0,0,1,0,1,0.03,1.31,0.42,0.03,0.01,5,3.33,0.7,0.92,0.99,1.76,1.59,0.91,0.9,1,-0.12,"1,946",0,5,0,,0,0,0,5,0.07,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,France,FRA,Europe,0,0,0,0.01,66548272,2.2,0,0.03,62,8,15.8,82.32,0.48,0.2,0.09,12,11.91,1.04,0,Europe to Europe,0,0,0,1,0,1,0.02,0.11,0.04,0.03,0.01,-55,1.25,0.62,0.91,1,1.28,1.72,0.77,0.76,0.94,0,"1,758",73,0,0,,0,0,0,73,1.02,0
2015,Czechia,CZE,Europe,0,0,0,0.05,10546059,4.63,0,0.03,4,4,13.6,78.58,0.49,0.27,0.11,10.5,10.4,0.95,0.14,France,FRA,Europe,0,0,0,0.01,66548272,2.2,0,0.03,62,8,15.8,82.32,0.48,0.2,0.09,12,11.91,1.04,0,Europe to Europe,0,0,0,1,0,1,0.04,0.16,2.1,0,0,-58,0.5,0.86,0.95,1.01,1.3,1.18,0.88,0.87,0.91,0.14,"1,758",29,0,0,,0,0,0,29,0.27,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0,0,0,0.03,65116219,1.94,0,0.03,60,8,8.8,80.96,0.49,0.17,0.09,11.9,11.81,1.03,0.13,Europe to Europe,0,0,0,1,0,1,0.01,0.11,0.05,0.03,0.01,-53,1.25,1.11,0.92,0.99,1.5,1.66,0.77,0.77,0.94,-0.13,"2,015",5,0,0,,0,0,0,5,0.07,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,Germany,DEU,Europe,0,0,0,0.01,81686611,3.03,0,0.03,38,5,13.3,80.64,0.49,0.23,0.11,9,8.89,0.98,0.11,Europe to Europe,0,0,0,1,0,1,0.02,0.09,0.03,0.03,0.01,-31,2,0.74,0.93,0.99,1.14,1.35,1.02,1.02,1,-0.11,"1,319",85,22,0,,0,0,0,107,1.49,0
2015,Czechia,CZE,Europe,0,0,0,0.05,10546059,4.63,0,0.03,4,4,13.6,78.58,0.49,0.27,0.11,10.5,10.4,0.95,0.14,Germany,DEU,Europe,0,0,0,0.01,81686611,3.03,0,0.03,38,5,13.3,80.64,0.49,0.23,0.11,9,8.89,0.98,0.11,Europe to Europe,0,0,0,1,0,1,0.04,0.13,1.53,0,0,-34,0.8,1.02,0.97,1,1.16,0.93,1.17,1.17,0.97,0.03,"1,319",837,5,0,,0,0,0,842,7.98,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,Ireland,IRL,Europe,0,0,0,0.25,4701957,0.26,0,0.03,4,6,9.3,81.45,0.49,0.37,0.06,13.9,13.84,1.04,0.13,Europe to Europe,0,0,0,1,0,1,-0.22,1.53,0.34,0.03,0.01,3,1.67,1.05,0.92,0.98,0.69,2.39,0.66,0.65,0.93,-0.13,"2,474",35,0,0,,0,0,0,35,0.49,0
2015,Czechia,CZE,Europe,0,0,0,0.05,10546059,4.63,0,0.03,4,4,13.6,78.58,0.49,0.27,0.11,10.5,10.4,0.95,0.14,Ireland,IRL,Europe,0,0,0,0.25,4701957,0.26,0,0.03,4,6,9.3,81.45,0.49,0.37,0.06,13.9,13.84,1.04,0.13,Europe to Europe,0,0,0,1,0,1,-0.2,2.24,17.6,0,0,0,0.67,1.46,0.96,0.99,0.71,1.64,0.76,0.75,0.91,0.01,"2,474",100,0,0,,0,0,0,100,0.95,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,Norway,NOR,Europe,0,0,0,0.02,5188607,3.11,0,0.03,2,3,12.5,82.3,0.5,0.19,0.08,11.3,11.22,1.02,0.16,Europe to Europe,0,0,0,1,0,1,0.01,1.38,0.03,0.03,0.01,5,3.33,0.78,0.91,0.97,1.38,1.96,0.81,0.81,0.95,-0.16,"2,096",11,0,0,,0,0,0,11,0.15,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,New Zealand,NZL,Oceania,0,0,0,0.04,4609400,0.26,0,0.03,6,10,11.7,81.46,0.49,0.14,0.07,13.23,13.16,0.96,0.16,Europe to Oceania,0,0,0,1,0,1,0,1.56,0.35,0.03,0.01,1,1,0.84,0.92,0.99,1.9,2.23,0.7,0.69,1.01,-0.16,"17,662",6,5,0,,0,0,0,11,0.15,0
2015,Czechia,CZE,Europe,0,0,0,0.05,10546059,4.63,0,0.03,4,4,13.6,78.58,0.49,0.27,0.11,10.5,10.4,0.95,0.14,New Zealand,NZL,Oceania,0,0,0,0.04,4609400,0.26,0,0.03,6,10,11.7,81.46,0.49,0.14,0.07,13.23,13.16,0.96,0.16,Europe to Oceania,0,0,0,1,0,1,0.02,2.29,18.11,0,0,-2,0.4,1.16,0.96,1,1.94,1.53,0.79,0.79,0.98,-0.03,"17,662",23,0,0,,0,0,0,23,0.22,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,South Africa,ZAF,Africa,0,0,0,0.01,55386369,4.42,0,0.05,1500,125,24.5,62.65,0.49,0.35,0.1,21.72,21.62,1,0.19,Europe to Africa,0,0,0,1,0,1,0.02,0.13,0.02,0.03,-0.02,-1493,0.08,0.4,1.19,0.99,0.74,1.57,0.42,0.42,0.97,-0.19,"7,627",5,5,0,,0,0,0,10,0.14,0
2015,Czechia,CZE,Europe,0,0,0,0.05,10546059,4.63,0,0.03,4,4,13.6,78.58,0.49,0.27,0.11,10.5,10.4,0.95,0.14,South Africa,ZAF,Africa,0,0,0,0.01,55386369,4.42,0,0.05,1500,125,24.5,62.65,0.49,0.35,0.1,21.72,21.62,1,0.19,Europe to Africa,0,0,0,1,0,1,0.04,0.19,1.05,0,-0.03,-1496,0.03,0.56,1.25,1,0.75,1.07,0.48,0.48,0.95,-0.05,"7,627",0,5,0,,0,0,0,5,0.05,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,Sweden,SWE,Europe,0,0,0,0.04,9799186,4.26,0,0.03,5,4,15.7,82.2,0.5,0.13,0.09,11.7,11.61,1.04,0.15,Europe to Europe,0,0,0,1,0,1,-0.01,0.73,0.02,0.03,0.01,2,2.5,0.62,0.91,0.97,1.93,1.65,0.79,0.78,0.93,-0.15,"1,884",22,5,0,,0,0,0,27,0.38,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,Switzerland,CHE,Europe,0,0,0,0.02,8282396,0.68,0,0.03,5,5,15,82.9,0.49,0.26,0.08,10.5,10.42,0.97,0.15,Europe to Europe,0,0,0,1,0,1,0.02,0.87,0.13,0.03,0.01,2,2,0.65,0.9,0.98,0.99,1.87,0.88,0.87,1.01,-0.15,"1,336",11,0,0,,0,0,0,11,0.15,0
2015,Czechia,CZE,Europe,0,0,0,0.05,10546059,4.63,0,0.03,4,4,13.6,78.58,0.49,0.27,0.11,10.5,10.4,0.95,0.14,Switzerland,CHE,Europe,0,0,0,0.02,8282396,0.68,0,0.03,5,5,15,82.9,0.49,0.26,0.08,10.5,10.42,0.97,0.15,Europe to Europe,0,0,0,1,0,1,0.04,1.27,6.84,0,0,-1,0.8,0.91,0.95,0.99,1.01,1.28,1,1,0.98,-0.02,"1,336",6,0,0,,0,0,0,6,0.06,0
2015,Bulgaria,BGR,Europe,0,0,0,0.03,7177991,0.09,0.03,0.03,7,10,9.8,74.61,0.49,0.26,0.15,9.2,9.05,0.97,0,United States of America,USA,Americas,0,0,0,0.03,320738994,18.21,0.01,0.03,680,18,14.4,78.69,0.49,0.18,0.08,12.4,12.32,0.96,0.14,Europe to Americas,0,0,0,1,0,1,0.01,0.02,0,0.02,0.01,-673,0.56,0.68,0.95,0.98,1.42,1.81,0.74,0.73,1.01,-0.14,"4,464",544,149,0,,0,0,0,693,9.65,0
2015,Czechia,CZE,Europe,0,0,0,0.05,10546059,4.63,0,0.03,4,4,13.6,78.58,0.49,0.27,0.11,10.5,10.4,0.95,0.14,United States of America,USA,Americas,0,0,0,0.03,320738994,18.21,0.01,0.03,680,18,14.4,78.69,0.49,0.18,0.08,12.4,12.32,0.96,0.14,Europe to Americas,0,0,0,1,0,1,0.03,0.03,0.25,-0.01,0,-676,0.22,0.94,1,0.99,1.45,1.24,0.85,0.84,0.99,0,"4,464",20,21,0,,0,0,0,41,0.39,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Australia,AUS,Oceania,0,0,0,0.03,24190907,1.84,0.01,0.03,21,6,12.2,82.45,0.5,0.14,0.07,12.9,12.83,1.02,0.14,Europe to Oceania,0,0,0,1,0,1,0,0.29,0.05,0.01,0.01,-14,1.67,0.8,0.91,0.98,1.81,2.29,0.71,0.7,0.99,-0.14,"15,341",0,5,0,,0,0,0,5,0.07,0
2016,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,Australia,AUS,Oceania,0,0,0,0.03,24190907,1.84,0.01,0.03,21,6,12.2,82.45,0.5,0.14,0.07,12.9,12.83,1.02,0.14,Europe to Oceania,0,0,0,1,0,1,0,0.44,2.57,-0.01,0,-17,0.67,1.07,0.96,0.99,1.86,1.55,0.83,0.83,0.99,0,"15,341",0,5,0,,0,0,0,5,0.05,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Belgium,BEL,Europe,0,0,0,0.01,11331422,0.42,0,0.03,7,5,19.3,81.44,0.49,0.02,0.1,10.8,10.71,0.91,0.12,Europe to Europe,0,0,0,1,0,1,0.02,0.63,0.22,0.02,0.01,0,2,0.5,0.92,0.99,12.34,1.59,0.84,0.84,1.12,-0.12,"1,698",14,5,0,,0,0,0,19,0.27,0
2016,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,Belgium,BEL,Europe,0,0,0,0.01,11331422,0.42,0,0.03,7,5,19.3,81.44,0.49,0.02,0.1,10.8,10.71,0.91,0.12,Europe to Europe,0,0,0,1,0,1,0.01,0.93,11.24,0,0,-3,0.8,0.67,0.97,1,12.7,1.07,0.99,0.99,1.12,0.02,"1,698",6,0,0,,0,0,0,6,0.06,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Brazil,BRA,Americas,0,0,0,-0.03,206163056,3.98,0.04,0.03,1800,62,6,75.23,0.49,0.14,0.06,14.31,14.24,0.99,0.16,Europe to Americas,0,0,0,1,0,1,0.06,0.03,0.02,-0.02,0.01,-1793,0.16,1.62,0.99,0.99,1.84,2.39,0.64,0.63,1.03,-0.16,"9,734",0,5,0,,0,0,0,5,0.07,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Canada,CAN,Americas,0,0,0,0.01,36109487,2.01,0,0.03,40,10,11.9,81.9,0.5,0.19,0.07,10.6,10.53,1.08,0,Europe to Americas,0,0,0,1,0,1,0.02,0.2,0.05,0.02,0.01,-33,1,0.82,0.91,0.98,1.37,2.04,0.86,0.85,0.94,0,"7,371",132,26,0,,0,0,0,158,2.22,0
2016,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,Canada,CAN,Americas,0,0,0,0.01,36109487,2.01,0,0.03,40,10,11.9,81.9,0.5,0.19,0.07,10.6,10.53,1.08,0,Europe to Americas,0,0,0,1,0,1,0.02,0.29,2.36,0,0,-36,0.4,1.09,0.96,0.99,1.41,1.38,1.01,1.01,0.94,0.14,"7,371",382,193,0,,0,0,0,575,5.44,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,Europe to Europe,0,0,0,1,0,1,0.01,0.67,0.02,0.02,0.01,3,2.5,0.75,0.95,0.99,0.97,1.48,0.85,0.84,1,-0.14,"1,065",16,0,0,,0,0,0,16,0.22,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Finland,FIN,Europe,0,0,0,0.03,5495303,0.22,0,0.03,2,3,15.2,81.43,0.49,0.15,0.1,9.6,9.5,0.96,0.12,Europe to Europe,0,0,0,1,0,1,0,1.3,0.42,0.02,0.01,5,3.33,0.64,0.92,0.99,1.74,1.54,0.95,0.94,1.06,-0.12,"1,946",0,5,0,,0,0,0,5,0.07,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,France,FRA,Europe,0,0,0,0.01,66724104,2.22,0,0.03,60,8,14.9,82.57,0.48,0.2,0.09,11.8,11.71,0.91,0,Europe to Europe,0,0,0,1,0,1,0.02,0.11,0.04,0.02,0.01,-53,1.25,0.65,0.91,1,1.28,1.7,0.77,0.76,1.11,0,"1,758",73,0,0,,0,0,0,73,1.02,0
2016,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,France,FRA,Europe,0,0,0,0.01,66724104,2.22,0,0.03,60,8,14.9,82.57,0.48,0.2,0.09,11.8,11.71,0.91,0,Europe to Europe,0,0,0,1,0,1,0.01,0.16,2.13,0,0,-56,0.5,0.87,0.96,1.01,1.32,1.15,0.91,0.9,1.11,0.14,"1,758",28,0,0,,0,0,0,28,0.26,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Germany,DEU,Europe,0,0,0,0.02,82348669,3.09,0,0.03,37,5,13,80.99,0.49,0.23,0.11,9.6,9.49,0.95,0.11,Europe to Europe,0,0,0,1,0,1,0.01,0.09,0.03,0.02,0.01,-30,2,0.75,0.92,0.99,1.13,1.36,0.95,0.94,1.07,-0.11,"1,319",85,17,0,,0,0,0,102,1.43,0
2016,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,Germany,DEU,Europe,0,0,0,0.02,82348669,3.09,0,0.03,37,5,13,80.99,0.49,0.23,0.11,9.6,9.49,0.95,0.11,Europe to Europe,0,0,0,1,0,1,0,0.13,1.53,0,0,-33,0.8,1,0.98,1,1.16,0.92,1.11,1.12,1.07,0.03,"1,319",811,11,0,,0,0,0,822,7.78,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Norway,NOR,Europe,0,0,0,0.01,5234519,3.14,0,0.03,2,3,12.6,82.41,0.5,0.19,0.08,11.3,11.22,1.01,0.16,Europe to Europe,0,0,0,1,0,1,0.02,1.36,0.03,0.02,0.01,5,3.33,0.77,0.91,0.96,1.39,1.94,0.81,0.8,1.01,-0.16,"2,096",13,0,0,,0,0,0,13,0.18,0
2016,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,New Zealand,NZL,Oceania,0,0,0,0.04,4714100,0.26,0,0.03,6,10,12.2,81.61,0.49,0.14,0.07,12.6,12.53,1.02,0.17,Europe to Oceania,0,0,0,1,0,1,-0.01,2.24,17.9,0,0,-2,0.4,1.07,0.97,1,1.94,1.54,0.85,0.85,0.99,-0.03,"17,662",17,5,0,,0,0,0,22,0.21,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,South Africa,ZAF,Africa,0,0,0,0.01,56207649,4.45,0,0.05,1500,122,24.4,63.15,0.49,0.35,0.1,21.31,21.22,0.91,0.18,Europe to Africa,0,0,0,1,0,1,0.02,0.13,0.02,0.02,-0.02,-1493,0.08,0.4,1.18,0.99,0.74,1.57,0.43,0.42,1.11,-0.18,"7,627",5,0,0,,0,0,0,5,0.07,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Spain,ESP,Europe,0,0,0,0.03,46484062,1.11,0.01,0.03,15,4,7.8,83.33,0.49,0.2,0.09,8.8,8.71,1.06,0.1,Europe to Europe,0,0,0,1,0,1,0,0.15,0.08,0.01,0.01,-8,2.5,1.24,0.9,0.99,1.27,1.72,1.03,1.03,0.96,-0.1,"2,253",0,5,0,,0,0,0,5,0.07,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Sweden,SWE,Europe,0,0,0,0.02,9923085,4.35,0,0.03,5,4,14.6,82.31,0.5,0.13,0.09,11.8,11.71,0.96,0.16,Europe to Europe,0,0,0,1,0,1,0.01,0.72,0.02,0.02,0.01,2,2.5,0.66,0.91,0.97,1.95,1.64,0.77,0.76,1.06,-0.16,"1,884",19,5,0,,0,0,0,24,0.34,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,Switzerland,CHE,Europe,0,0,0,0.02,8373338,0.69,0,0.03,5,5,14.1,83.6,0.5,0.26,0.08,10.5,10.42,0.93,0.15,Europe to Europe,0,0,0,1,0,1,0.01,0.85,0.13,0.02,0.01,2,2,0.69,0.89,0.98,0.98,1.94,0.87,0.86,1.09,-0.15,"1,336",10,0,0,,0,0,0,10,0.14,0
2016,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,Switzerland,CHE,Europe,0,0,0,0.02,8373338,0.69,0,0.03,5,5,14.1,83.6,0.5,0.26,0.08,10.5,10.42,0.93,0.15,Europe to Europe,0,0,0,1,0,1,0,1.26,6.88,0,0,-1,0.8,0.92,0.95,0.99,1.01,1.31,1.02,1.02,1.08,-0.01,"1,336",7,0,0,,0,0,0,7,0.07,0
2016,Bulgaria,BGR,Europe,0,0,0,0.03,7127822,0.09,0.02,0.04,7,10,9.7,74.81,0.49,0.26,0.15,9.1,8.95,1.02,0,United States of America,USA,Americas,0,0,0,0.02,323071755,18.51,0.01,0.03,730,19,15.1,78.54,0.49,0.18,0.08,12.2,12.12,1.07,0.13,Europe to Americas,0,0,0,1,0,1,0.01,0.02,0,0.01,0.01,-723,0.53,0.64,0.95,0.98,1.42,1.78,0.75,0.74,0.95,-0.13,"4,464",432,185,0,,0,0,0,617,8.66,0
2016,Czechia,CZE,Europe,0,0,0,0.03,10566332,4.74,0,0.03,4,4,13,79.03,0.49,0.26,0.1,10.7,10.6,1.01,0.14,United States of America,USA,Americas,0,0,0,0.02,323071755,18.51,0.01,0.03,730,19,15.1,78.54,0.49,0.18,0.08,12.2,12.12,1.07,0.13,Europe to Americas,0,0,0,1,0,1,0.01,0.03,0.26,-0.01,0,-726,0.21,0.86,1.01,0.99,1.46,1.2,0.88,0.87,0.95,0.01,"4,464",15,19,0,,0,0,0,34,0.32,0
2017,Bulgaria,BGR,Europe,0,0,0,0.03,7075947,0.09,0.01,0.03,6,10,10.3,74.81,0.49,0.25,0.16,9,8.85,1.08,0.13,Australia,AUS,Oceania,0,0,0,0.02,24601860,1.89,0,0.03,20,6,13.1,82.5,0.5,0.14,0.07,12.6,12.54,1.21,0.14,Europe to Oceania,0,0,0,1,0,1,0,0.29,0.05,0.01,0.01,-14,1.67,0.79,0.91,0.98,1.8,2.38,0.71,0.71,0.89,-0.01,"15,341",0,6,0,,0,0,0,6,0.08,0
2017,Bulgaria,BGR,Europe,0,0,0,0.03,7075947,0.09,0.01,0.03,6,10,10.3,74.81,0.49,0.25,0.16,9,8.85,1.08,0.13,Belgium,BEL,Europe,0,0,0,0.02,11375158,0.43,0,0.03,6,5,18.9,81.49,0.49,0.02,0.1,10.5,10.4,1.02,0.12,Europe to Europe,0,0,0,1,0,1,0.01,0.62,0.22,0.01,0.01,0,2,0.54,0.92,0.99,12.42,1.61,0.86,0.85,1.06,0,"1,698",14,15,0,,0,0,0,29,0.41,0
2017,Czechia,CZE,Europe,0,0,0,0.05,10594438,4.99,0,0.03,4,3,13.9,78.98,0.49,0.26,0.11,10.8,10.7,0.9,0.1,Belgium,BEL,Europe,0,0,0,0.02,11375158,0.43,0,0.03,6,5,18.9,81.49,0.49,0.02,0.1,10.5,10.4,1.02,0.12,Europe to Europe,0,0,0,1,0,1,0.04,0.93,11.63,0,0,-2,0.6,0.74,0.97,1,12.91,1.09,1.03,1.03,0.88,-0.03,"1,698",6,5,0,,0,0,0,11,0.1,0
2017,Bulgaria,BGR,Europe,0,0,0,0.03,7075947,0.09,0.01,0.03,6,10,10.3,74.81,0.49,0.25,0.16,9,8.85,1.08,0.13,Brazil,BRA,Americas,0,0,0,0.01,207833825,4.03,0.05,0.03,1700,60,6.6,75.46,0.49,0.14,0.06,14.13,14.06,1.1,0.17,Europe to Americas,0,0,0,1,0,1,0.01,0.03,0.02,-0.03,0.01,-1694,0.17,1.56,0.99,0.99,1.85,2.43,0.64,0.63,0.99,-0.04,"9,734",0,5,0,,0,0,0,5,0.07,0
2017,Czechia,CZE,Europe,0,0,0,0.05,10594438,4.99,0,0.03,4,3,13.9,78.98,0.49,0.26,0.11,10.8,10.7,0.9,0.1,Brazil,BRA,Americas,0,0,0,0.01,207833825,4.03,0.05,0.03,1700,60,6.6,75.46,0.49,0.14,0.06,14.13,14.06,1.1,0.17,Europe to Americas,0,0,0,1,0,1,0.04,0.05,1.24,-0.05,0,-1696,0.05,2.11,1.05,1,1.92,1.65,0.76,0.76,0.82,-0.07,"9,734",0,5,0,,0,0,0,5,0.05,0
2017,Bulgaria,BGR,Europe,0,0,0,0.03,7075947,0.09,0.01,0.03,6,10,10.3,74.81,0.49,0.25,0.16,9,8.85,1.08,0.13,Canada,CAN,Americas,0,0,0,0.03,36545236,2.07,0,0.03,40,10,13,81.9,0.5,0.19,0.08,10.3,10.23,1.08,0,Europe to Americas,0,0,0,1,0,1,0,0.19,0.05,0.01,0.01,-34,1,0.79,0.91,0.98,1.36,2.07,0.87,0.87,1,0.13,"7,371",135,27,0,,0,0,0,162,2.29,0
2017,Czechia,CZE,Europe,0,0,0,0.05,10594438,4.99,0,0.03,4,3,13.9,78.98,0.49,0.26,0.11,10.8,10.7,0.9,0.1,Canada,CAN,Americas,0,0,0,0.03,36545236,2.07,0,0.03,40,10,13,81.9,0.5,0.19,0.08,10.3,10.23,1.08,0,Europe to Americas,0,0,0,1,0,1,0.02,0.29,2.41,0,0,-36,0.3,1.07,0.96,0.99,1.41,1.4,1.05,1.05,0.84,0.1,"7,371",420,275,0,,0,0,0,695,6.56,0
2017,Bulgaria,BGR,Europe,0,0,0,0.03,7075947,0.09,0.01,0.03,6,10,10.3,74.81,0.49,0.25,0.16,9,8.85,1.08,0.13,Czechia,CZE,Europe,0,0,0,0.05,10594438,4.99,0,0.03,4,3,13.9,78.98,0.49,0.26,0.11,10.8,10.7,0.9,0.1,Europe to Europe,0,0,0,1,0,1,-0.02,0.67,0.02,0.01,0.01,2,3.33,0.74,0.95,0.99,0.96,1.48,0.83,0.83,1.2,0.03,"1,065",16,0,0,,0,0,0,16,0.23,0
2017,Bulgaria,BGR,Europe,0,0,0,0.03,7075947,0.09,0.01,0.03,6,10,10.3,74.81,0.49,0.25,0.16,9,8.85,1.08,0.13,Finland,FIN,Europe,0,0,0,0.03,5508214,0.22,0,0.03,2,3,15.9,81.63,0.49,0.15,0.1,9.1,9,0.94,0.12,Europe to Europe,0,0,0,1,0,1,0,1.28,0.42,0.01,0.01,4,3.33,0.65,0.92,0.99,1.73,1.58,0.99,0.98,1.15,0.01,"1,946",0,5,0,,0,0,0,5,0.07,0
