"","Country.O","ISO.O","Continent.A","Year","Growth.O","Popultion.O","GDP.O","X..1.90.O","Malnourished.O","Maternal.Mortality.O","Suicide.Mortality.O","Life.Expectancy.O","X..Male.O","X..Rural.O","Death.Rate.O","Birth.Rate.O","Natural.Increase.O","X..Crop.Production.O","Education.Budget.O","Homicide.O","LDC.A","Growth.A","Popultion.A","GDP.A","X..1.90.A","Malnourished.A","Maternal.Mortality.A","Suicide.Mortality.A","Life.Expectancy.A","X..Male.A","X..Rural.A","Death.Rate.A","Birth.Rate.A","Natural.Increase.A","X..Crop.Production.A","Education.Budget.A","Homicide.A","Growth.D","Popultion.D","GDP.D","X..1.90.D","Malnourished.D","Maternal.Mortality.D","Suicide.Mortality.D","Life.Expectancy.D","X..Male.D","X..Rural.D","Death.Rate.D","Birth.Rate.D","Natural.Increase.D","X..Crop.Production.D","Homicide.D","Education.Budget.D","Total"
"2010 BGR to HUN","Bulgaria","BGR","Europe",2010,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,0.00323904124379184,0.010831187,10000023,1.32175045997394e-05,100,2500,13,25.5,74.2073171,0.474492867,0.31089,1300,900,-400,0.745400009,0.096772404,1.39009487,0.004586828,0.739558199,0.518479324273426,1900,1800,0.923076923,0.48627451,0.990632703,1.02626007,0.890926051,1.146153846,1.133333333,1.175,1.174671271,1.433904321,0.014861794,0.067607776
"2010 BGR to IRL","Bulgaria","BGR","Europe",2010,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,0.00323904124379184,0.017550807,4560155,4.86636004477918e-05,500,2500,6,11.9,80.7439024,0.496877038,0.38458,610,1650,1040,0.845699997,0.093233204,1.20764196,-0.002132793,1.621786759,0.140823999671088,1500,1800,2,1.042016807,0.91043649,0.980027343,0.72021426,2.442622951,0.618181818,-0.451923077,1.035355302,1.650541391,0.018400993,0.594948428
"2010 BGR to NLD","Bulgaria","BGR","Europe",2010,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,0.00323904124379184,0.013427393,16615394,5.09997451158847e-05,0,2500,7,9.8,80.702439,0.496579767,0.12866,820,1110,290,0.971299973,0.116690502,0.86315789,0.001990621,0.445105244,0.134373276530735,2000,1800,1.714285714,1.265306122,0.910904255,0.980614024,2.152805845,1.817073171,0.918918919,-1.620689655,0.901472254,2.309268169,-0.005056305,0.067607776
"2010 BGR to NOR","Bulgaria","BGR","Europe",2010,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,0.00323904124379184,0.007018338,4889252,8.76937900725919e-05,200,2500,4,12.4,80.997561,0.499898278,0.20898,850,1260,410,0.920100021,0.150884895,0.59354736,0.008399676,1.512623812,0.0781469571309548,1800,1800,3,1,0.907585293,0.974104342,1.325389989,1.752941176,0.80952381,-1.146341463,0.951635644,3.358220716,-0.039250698,0.162258662
"2010 BGR to NZL","Bulgaria","BGR","Oceania",2010,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,0.00323904124379184,0.015238776,4350700,3.36767741283012e-05,876.681302104341,2500,11,12.6,80.702439,0.49101454,0.1384,653,1468,815,0.897799988,0.156810999,0.98396818,0.000179238999999999,1.69986416,0.203493447066674,2000,1800,1.090909091,0.984126984,0.910904255,0.991728439,2.001300578,2.281776417,0.694822888,-0.576687117,0.975272876,2.025739328,-0.045176802,0.0946508859999999
"2010 BGR to SWE","Bulgaria","BGR","Europe",2010,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,0.00323904124379184,0.05952107,9378126,5.28690442845404e-05,500,2500,4,14.7,81.4512195,0.498092843,0.14944,960,1230,270,0.793799973,0.132209997,0.96909988,-0.044103056,0.788600942,0.129622219319325,1500,1800,3,0.843537415,0.902530319,0.977635173,1.853452891,1.552083333,0.829268293,-1.740740741,1.103048634,2.056818994,-0.0205758,0.486775987
"2010 BGR to CHE","Bulgaria","BGR","Europe",2010,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,0.00323904124379184,0.032681017,7824909,7.65313729399281e-05,0,2500,6,14.5,82.2463415,0.49240063,0.26393,800,1030,230,0.955999985,0.152876396,0.66592612,-0.017263002,0.945135464,0.0895450138968882,2000,1800,2,0.855172414,0.893805047,0.988936759,1.049444929,1.8625,0.990291262,-2.043478261,0.915899571,2.993219488,-0.041242199,0.256909549
"2010 BGR to USA","Bulgaria","BGR","Americas",2010,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,0.00323904124379184,0.027088567,309327143,4.86506431154023e-05,1000,2500,15,13.1,78.5414634,0.493868109,0.19228,799.5,1300,500.5,0.890899963,0.133672022659281,4.76422446,-0.011670553,0.0239086649999999,0.140861505924969,1000,1800,0.8,0.946564885,0.93596671,0.985998233,1.440503432,1.86366479,0.784615385,-0.939060939,0.982826369,0.418381429,-0.0184555620280872,13.07534386
"2010 SRB to ALB","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5330.91175415915,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.037069382,2913021,4.09434838609128e-06,2299.28466317729,4900,21,7.8,76.562,0.503749454,0.47837,684.1,1200.1,516,0.826900024,0.124119629758275,4.30796305,-0.029758936,2.503049583,1.40081456571496,102.7465398214,-2400,0.571428571,2.205128205,0.970933171,0.972871925,0.940840772,2.075719924,0.783268061,-0.930232558,1.205587127,0.335622389,-0.0302434509905396,0.946315650000003
"2010 SRB to ARG","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2010,0.007310446,7291436,5.73542285634819e-06,5355.49175350573,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.101253982,40788453,1.03859644321397e-05,1400,3400,51,8.6,75.278,0.486572578,0.09151,770.8,1815.4,1044.6,0.860599976,0.150479698,5.82945646,-0.093943536,0.178762259,0.5522282397386,-1400,-900,0.235294118,2,0.98749416,1.007216032,4.918260299,1.842241827,0.517792222,-0.459506031,1.158377936,0.248024642,-0.049497395,0.246864951999996
"2010 SRB to AUS","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Oceania",2010,0.007310446,7291436,5.73542285634819e-06,5223.79780456584,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.021723371,22031750,5.21343088497282e-05,300,2500,5,11.7,81.695122,0.500091561,0.14818,650,1370,720,0.869400024,0.143240004,1.04266876,-0.014412925,0.330951286,0.110012446369625,-300,0,2.4,1.47008547,0.909926855,0.979987946,3.037319476,2.184615385,0.686131387,-0.666666667,1.14665286,1.386680896,-0.0422577,1.27546891999999
"2010 SRB to AUT","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5142.44712236086,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.018370937,8363404,4.69037615903764e-05,500,2500,5,16.1,80.5804878,0.487356576,0.42601,920,940,20,0.923399963,0.107891302,0.68965968,-0.011060491,0.871826352,0.122280658562894,-500,0,2.4,1.068322981,0.92251347,1.005595749,1.056477547,1.543478261,1,-24,1.07959721,2.09646713,-0.006908998,84.34552535
"2010 SRB to BEL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5156.6175294122,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.028642927,10895586,4.4184946353505e-05,100,2500,6,20.5,80.1829268,0.491095268,0.02349,970,1190,220,1.0025,0.119576502,3.41241250960248,-0.021332482,0.669210082,0.129804907093504,-100,0,2,0.83902439,0.927087453,0.997940182,19.16006811,1.463917526,0.789915966,-2.181818182,0.994413989,1,-0.018594198,14.26330835
"2010 SRB to BIH","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5222.40692194312,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.008656693,3705478,4.63551020138292e-06,1377.30083812363,2500,11,10.5,76.031,0.491039752,0.54442,974.7,925.6,-49.1,0.953499985,0.117972147301147,1.51127601,-0.001346247,1.967745052,1.23727973991668,1446.56258002093,0,1.090909091,1.638095238,0.977714161,0.998053007,0.826696301,1.456858521,1.015557476,9.775967413,1.04551656,0.956707339,-0.0278311646449867,3.853836199
"2010 SRB to BGR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5226.92426615528,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.015418014,7395599,6.85300285345379e-06,2000,4300,12,12.4,73.5121951,0.486953083,0.27698,1490,1020,-470,0.875599976,0.111634197,1.99326304,-0.008107569,0.985915542,0.836921124796794,-2000,-1800,1,1.387096774,1.011214334,1.006428993,1.624918767,0.953020134,0.921568627,1.021276596,1.138533636,0.725367812,-0.010651894,1.92006074
"2010 SRB to CAN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2010,0.007310446,7291436,5.73542285634819e-06,5200.06656720454,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.030894946,34004889,4.7562083411006e-05,200,2500,11,12.1,81.2463415,0.496135156,0.19063,700,1110,410,0.786800003,0.123359604,1.62822732,-0.023584501,0.214423167,0.120588133341127,-200,0,1.090909091,1.421487603,0.914953019,0.987802809,2.360961024,2.028571429,0.846846847,-1.170731707,1.267031037,0.887989553,-0.0223773,11.46550556
"2010 SRB to CYP","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Asia",2010,0.007310446,7291436,5.73542285634819e-06,5291.75302823601,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.020146957,1112617,2.31887953446694e-05,0,6200,8,5.3,79.43,0.499347035,0.32449,675.6,1151.7,476.1,1.10169998,0.156494904,0.7190255,-0.012836512,6.553410563,0.247335955624217,0,-3700,1.5,3.245283019,0.93587543,0.981449107,1.387007304,2.101835406,0.81618477,-1.008191556,0.904874323,2.010845026,-0.0555126,1.810342983
"2010 SRB to CZE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5167.34194134394,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.024349022,10474410,1.99600684907312e-05,0,2500,4,15,77.4243902,0.4908185,0.26745,1020,1120,100,0.808300018,0.092447996,0.97755292,-0.017038576,0.696119018,0.287344848491453,0,0,3,1.146666667,0.960118449,0.998502911,1.682819219,1.392156863,0.839285714,-4.8,1.233329212,1.479049185,0.008534307,0.905171491999994
"2010 SRB to DNK","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5181.0029617382,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.018709911,5547683,5.80413984360678e-05,100,2500,5,11.8,79.1,0.496194046,0.13205,980,1140,160,0.891200027,0.151033401,0.75609616,-0.011399466,1.314320952,0.0988160694071786,-100,0,2.4,1.457627119,0.939779841,0.987685574,3.408330178,1.448979592,0.824561404,-3,1.118604122,1.912255248,-0.050051098,32.83303865
"2010 SRB to FIN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5166.34494738502,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.031859587,5363352,4.65053031760735e-05,0,2500,4,18.6,79.8707317,0.490763512,0.1623,950,1140,190,0.902600021,0.120660896,2.21775606,-0.024549141,1.359492347,0.123328361813562,0,0,3,0.924731183,0.930711211,0.99861479,2.773074553,1.494736842,0.824561404,-2.526315789,1.104475959,0.651942238,-0.019678593,10.17632192
"2010 SRB to FRA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5196.72492879034,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.019494376,65027505,4.06779851387501e-05,100,2500,9,18.2,81.6634146,0.484395106,0.21631,850,1290,440,0.966600037,0.116517100561325,1.26591267,-0.012183931,0.112128491,0.140995745900025,-100,0,1.333333333,0.945054945,0.910280151,1.01174371,2.080671259,1.670588235,0.728682171,-1.090909091,1.031346975,1.142139489,-0.0272602009363321,136.9414749
"2010 SRB to GBR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5214.67967993096,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.021314382,62766365,3.96931938626683e-05,100,2500,10,7.8,80.402439,0.491260286,0.18698,890,1290,400,0.950999985,0.127819901,1.19130534,-0.014003936,0.116167887,0.144493861496552,-100,0,1.2,2.205128205,0.924556348,0.997604966,2.407048882,1.595505618,0.728682171,-1.2,1.048265026,1.213667732,-0.026837597,92.69778957
"2010 SRB to DEU","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5124.75825206446,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.041798825,81776930,4.15724559481507e-05,0,2500,6,13.2,79.9878049,0.490168057,0.23034,1050,830,-220,0.916399994,0.102690401,0.98110779,-0.034488379,0.0891625060000001,0.137962088732536,0,0,2,1.303030303,0.929348986,0.999827905,1.953937657,1.352380952,1.13253012,2.181818182,1.08784377,1.473690113,-0.001708097,1901.257859
"2010 SRB to GRC","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5186.21287743069,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,-0.054786274,11121341,2.671664882859e-05,1000,2500,3,3.5,80.3878049,0.491249986,0.23708,980,1030,50,1.00610001,0.115921526613123,1.61651193,0.06209672,0.655625612,0.214675983247218,-1000,0,4,4.914285714,0.924724658,0.997625883,1.89838873,1.448979592,0.912621359,-9.6,0.990855794,0.894425103,-0.0270264963405021,0.233150233000003
"2010 SRB to HRV","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5173.46017589817,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,-0.012507005,4295427,1.41248108418558e-05,1200,2500,9,18.3,76.4756098,0.481637591,0.44845,1180,980,-200,0.957399979,0.087383499,1.4324784,0.01981745,1.69748805,0.406053073599579,-1200,0,1.333333333,0.93989071,0.972029979,1.017536236,1.003612443,1.203389831,0.959183673,2.4,1.04125762,1.009333788,0.013598804,3.29153269699998
"2010 SRB to HUN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5155.63781591165,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.010831187,10000023,1.32175045997394e-05,100,2500,13,25.5,74.2073171,0.474492867,0.31089,1300,900,-400,0.745400009,0.096772404,1.39009487,-0.003520741,0.729141923,0.433926299254797,-100,0,0.923076923,0.674509804,1.001741989,1.032857889,1.44768246,1.092307692,1.044444444,1.2,1.337402753,1.04010804,0.0042099,5.595605584
"2010 SRB to ISL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5228.35483468934,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,-0.028327749,318041,4.32370729560025e-05,100,2500,5,12.8,81.897561,0.503780335,0.06426,640,1540,900,1.02389999,0.142312202,0.62433274,0.035638195,22.92608815,0.132650581184912,-100,0,2.4,1.34375,0.907677646,0.97281229,7.003890445,2.21875,0.61038961,-0.533333333,0.97363027,2.315830578,-0.041329899,0.0685735980000004
"2010 SRB to IRL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5241.44459809058,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.017550807,4560155,4.86636004477918e-05,500,2500,6,11.9,80.7439024,0.496877038,0.38458,610,1650,1040,0.845699997,0.093233204,1.20764196,-0.010240362,1.598944773,0.11785858020311,-500,0,2,1.445378151,0.920646429,0.986327932,1.170289667,2.327868852,0.56969697,-0.461538462,1.178786836,1.197249597,0.0077491,4.909869606
"2010 SRB to ITA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5116.53331097514,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.017132958,59277417,3.60356449910765e-05,1300,2500,2,6.9,82.0365854,0.483850396,0.31673,990,950,-40.0000000000001,1.08309998,0.086807699,0.89169479,-0.009822513,0.123005292,0.159159711384893,-1300,0,6,2.492753623,0.906139438,1.012882712,1.420989486,1.434343434,0.989473684,12,0.920413667,1.621461588,0.014174604,50.3193061
"2010 SRB to LIE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5122.82386541265,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.0220390850043498,35996,0.000141192534670519,531.126842962795,2575.62343786951,11.7912369659823,12.1042072986422,81.8414634,0.490754088369496,0.85536,660,910,250,1.0027,0.112330139654617,2.77808645,0.00786142386861426,202.5623958,0.0406212897143049,2679.88376917594,2500,1,1,0.908299807,1,0.526176113,2.151515152,1.032967033,-1.92,0.994215642,0.520447753,-0.0256172277851187,0.850312613
"2010 SRB to LUX","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5169.89211925015,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.037604136,506953,0.000110885991383817,0,2500,8,12,80.6317073,0.496755203,0.11453,740,1160,420,1.04980003,0.114996852821618,1.96893028,-0.03029369,14.38286389,0.0517236017351895,0,0,1.5,1.433333333,0.921927464,0.986569841,3.929712739,1.918918919,0.810344828,-1.142857143,0.949609445,0.734332172,-0.0266636522044031,2.94866470700001
"2010 SRB to MKD","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5353.521620512,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.033587509,2055004,4.57768875486374e-06,10400,3400,8,7.1,74.997561,0.499785825,0.42911,930,1180,250,0.953099976,0.125400621156754,2.07655535,-0.026277063,3.548137133,1.25290799866076,-10400,-900,1.5,2.422535211,0.991186705,0.980587437,1.048845284,1.52688172,0.796610169,-1.92,1.045955355,0.696272724,-0.0307461149803716,19.59833427
"2010 SRB to MNE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5242.92519306177,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.027343311,619428,6.68848239989151e-06,1551.64804186661,2500,7,20.3,75.9902439,0.493816066,0.3586,910,1200,290,1.135,0.119134636650021,2.40277184,-0.020032865,11.77124056,0.857507355695698,1192.44687583262,0,1.714285714,0.84729064,0.978238542,0.992441791,1.255075293,1.56043956,0.783333333,-1.655172414,0.878326012,0.601742049,-0.028287328156261,151.5065071
"2010 SRB to NLD","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5176.48598114676,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.013427393,16615394,5.09997451158847e-05,0,2500,7,9.8,80.702439,0.496579767,0.12866,820,1110,290,0.971299973,0.116690502,0.86315789,-0.006116948,0.438836178,0.112459833736734,0,0,1.714285714,1.755102041,0.92111944,0.986918385,3.498134618,1.731707317,0.846846847,-1.655172414,1.026356483,1.675068799,-0.015708199,18.73430693
"2010 SRB to NOR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5179.16545647573,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.007018338,4889252,8.76937900725919e-05,200,2500,4,12.4,80.997561,0.499898278,0.20898,850,1260,410,0.920100021,0.150884895,0.59354736,0.000292107,1.491319327,0.0654028392614857,-200,0,3,1.387096774,0.917763257,0.980366852,2.153651067,1.670588235,0.746031746,-1.170731707,1.083469189,2.435945213,-0.049902592,45.21743042
"2010 SRB to NZL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Oceania",2010,0.007310446,7291436,5.73542285634819e-06,5256.31836783127,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.015238776,4350700,3.36767741283012e-05,1665.45210249136,2500,11,12.6,80.702439,0.49101454,0.1384,653,1468,815,0.897799988,0.156810999,0.98396818,-0.00792833,1.675922495,0.170307964607818,1026.57441912387,0,1.090909091,1.365079365,0.92111944,0.998104255,3.251950867,2.174578867,0.640326975,-0.588957055,1.110380973,1.469406104,-0.055828695,0.0685735980000004
"2010 SRB to POL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5182.20356684402,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.037405213,38042794,1.25042501846736e-05,300,2500,3,18.6,76.2463415,0.48349328,0.39108,990,1090,100,0.883000031,0.110435696,1.00183189,-0.030094767,0.191664051,0.458677871255172,-300,0,4,0.924731183,0.974952817,1.013630843,1.150838703,1.434343434,0.862385321,-4.8,1.12899206,1.443205057,-0.009453392,0.0685735980000004
"2010 SRB to ROU","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5231.92768538053,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,-0.039012363,20246871,8.39780917258771e-06,3800,2500,27,13.2,73.4585366,0.485545427,0.46171,1280,1050,-230,0.880199966,0.091291304,1.29934456,0.046322808,0.36012656,0.68296656169205,-3800,0,0.444444444,1.303030303,1.011952985,1.009346756,0.97478937,1.109375,0.895238095,2.086956522,1.132583575,1.112752456,0.009691,0.274294390999998
"2010 SRB to RUS","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5247.75771156393,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.045,142849468,1.06749957794733e-05,100,2500,25,38.1,68.8412195,0.463770791,0.26313,1420,1250,-170,0.617900009,0.119408429273898,11.6323422,-0.037689554,0.0510427939999998,0.537276358214279,-100,0,0.48,0.45144357,1.079826679,1.056736884,1.710447307,1,0.752,2.823529412,1.613367874,0.124295591,-0.0283947650156092,0.0685735980000004
"2010 SRB to SRB","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5177.71531651805,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.007310446,7291436,5.73542285634819e-06,997.548743437628,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,1,1,2000.06139667178,0,1,1,1,1,1,1,1,1,1,1,-3.46944695195361e-18,3133.017968
"2010 SRB to ESP","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5171.61920814478,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.001630102,46576897,3.05324805128173e-05,700,2500,4,6.9,81.6268293,0.494260245,0.21558,820,1040,220,0.9775,0.1054881,0.85444569,0.005680343,0.156546195,0.187846606630617,-700,0,3,2.492753623,0.910688141,0.991549909,2.087716857,1.731707317,0.903846154,-2.181818182,1.019846572,1.692148333,-0.004505796,0.562303502000006
"2010 SRB to SVK","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5211.54215189024,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.06293286,5391428,1.69088479564227e-05,500,3500,6,13.6,75.1121951,0.485046425,0.45315,990,1120,130,0.690500031,0.0959832,1.51731226,-0.055622414,1.352412756,0.339196547933334,-500,-1000,2,1.264705882,0.989673984,1.010385142,0.993203134,1.434343434,0.839285714,-3.692307692,1.443736393,0.952901316,0.004999104,0.205720794000001
"2010 SRB to SVN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5187.97228613802,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.013437485,2048583,2.35324808562797e-05,0,2500,8,20.7,79.4219512,0.495503921,0.47342,910,1090,180,0.998000031,0.110519896,0.73409366,-0.006127039,3.559258278,0.243723680957237,0,0,1.5,0.830917874,0.935970274,0.989061197,0.950678045,1.56043956,0.862385321,-2.666666667,0.998897789,1.96957,-0.009537592,0.342867988999998
"2010 SRB to SWE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5172.8987455913,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.05952107,9378126,5.28690442845404e-05,500,2500,4,14.7,81.4512195,0.498092843,0.14944,960,1230,270,0.793799973,0.132209997,0.96909988,-0.052210625,0.777493926,0.108483573591386,-500,0,3,1.170068027,0.912651595,0.983920383,3.011710385,1.479166667,0.764227642,-1.777777778,1.255857972,1.491950293,-0.031227694,132.6487677
