"","Country.O","ISO.O","Continent.A","Year","Growth.O","Popultion.O","GDP.O","X..1.90.O","Malnourished.O","Maternal.Mortality.O","Suicide.Mortality.O","Life.Expectancy.O","X..Male.O","X..Rural.O","Death.Rate.O","Birth.Rate.O","Natural.Increase.O","X..Crop.Production.O","Education.Budget.O","Homicide.O","LDC.A","Growth.A","Popultion.A","GDP.A","X..1.90.A","Malnourished.A","Maternal.Mortality.A","Suicide.Mortality.A","Life.Expectancy.A","X..Male.A","X..Rural.A","Death.Rate.A","Birth.Rate.A","Natural.Increase.A","X..Crop.Production.A","Education.Budget.A","Homicide.A","Growth.D","Popultion.D","GDP.D","X..1.90.D","Malnourished.D","Maternal.Mortality.D","Suicide.Mortality.D","Life.Expectancy.D","X..Male.D","X..Rural.D","Death.Rate.D","Birth.Rate.D","Natural.Increase.D","X..Crop.Production.D","Homicide.D","Education.Budget.D","Total"
"2000 CHE to CAN","Switzerland","CHE","Americas",2000,0.039764092,7184250,3.88650219438355e-05,0,3044.03040877368,7,20.2,79.6804878,0.48858249,0.26617,870,1090,220,1.22279999,0.144521599,0.96587737,0.00323904124379184,0.049177627,30685730,2.42710020553528e-05,200,3163.76192867906,9,11.9,79.1365854,0.495361915,0.20522,710,1070,360,0.689000015,0.129826002,1.78499161,-0.009413535,0.234123483,1.60129449353592,-200,-95.6332961171071,0.777777778,1.697478992,1.006872958,0.986314197,1.296998343,1.225352113,1.018691589,0.611111111,1.774745956,0.541110314,0.014695597,0.960434283
"2000 AUT to AUS","Austria","AUT","Oceania",2000,0.033757221,8011566,2.46256007252515e-05,200,3044.03040877368,6,19.9,78.1268293,0.485347632,0.39787,960,980,20,1.00959999,0.110332203,1.01620021,0.00323904124379184,0.039124277,19153000,2.17120703962826e-05,1120.97234227611,2586.03857557658,7,12.7,79.2341463,0.498832474,0.15765,670,1300,630,0.847600021,0.133601599,1.90612252,-0.005367056,0.418293009,1.13418942900387,200,-86.0385755765771,0.857142857,1.566929134,0.98602475,0.972967194,2.523755154,1.432835821,0.753846154,0.031746032,1.191127849,0.533124287,-0.023269396,0.174747359
"2000 AUT to CAN","Austria","AUT","Americas",2000,0.033757221,8011566,2.46256007252515e-05,200,3044.03040877368,6,19.9,78.1268293,0.485347632,0.39787,960,980,20,1.00959999,0.110332203,1.01620021,0.00323904124379184,0.049177627,30685730,2.42710020553528e-05,200,2561.07279448268,9,11.9,79.1365854,0.495361915,0.20522,710,1070,360,0.689000015,0.129826002,1.78499161,-0.015420406,0.261084419,1.01460997238969,0,-61.0727944826845,0.666666667,1.672268908,0.987240338,0.979783906,1.93874866,1.352112676,0.91588785,0.055555556,1.465312,0.569302513,-0.019493799,0.23715713
"2000 BGR to AUS","Bulgaria","BGR","Oceania",2000,0.045872253,8170172,1.62124301789485e-06,2749.4349881379,4701.95377987194,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0981626355301018,4.15106319,0.00323904124379184,0.039124277,19153000,2.17120703962826e-05,5077.7745850498,5360.45532048519,7,12.7,79.2341463,0.498832474,0.15765,670,1300,630,0.847600021,0.133601599,1.90612252,0.006747976,0.426574009,0.074670125340623,-3371.25359156289,-658.501540613248,2.714285714,1.433070866,0.904451148,0.976954879,1.972787821,2.104477612,0.692307692,-0.80952381,0.796956128,2.177752556,-0.052066634220122,0.869014753
"2000 BGR to AUT","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2782.40040759059,4731.27367867344,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0976123725480331,4.15106319,0.00323904124379184,0.033757221,8011566,2.46256007252515e-05,200,5456.8935448967,6,19.9,78.1268293,0.485347632,0.39787,960,980,20,1.00959999,0.110332203,1.01620021,0.012115032,1.019797128,0.0658356738575885,-200,-725.619866223263,3.166666667,0.914572864,0.917270229,1.004098479,0.781687486,1.46875,0.918367347,-25.5,0.669076899,4.08488716,-0.0533756488776905,0.758857953
"2000 BGR to BEL","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2724.67910850449,4679.93555903191,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.09857586382742,4.15106319,0.00323904124379184,0.037166794,10251250,2.30988865065236e-05,300,5288.0335793022,8,22,77.7219512,0.489671025,0.02871,1020,1140,120,0.969499969,0.145174809515074,2.06184645,0.00870546,0.796992757,0.070187063668068,-300,-608.098020270294,2.375,0.827272727,0.922048578,0.995233115,10.83281087,1.382352941,0.789473684,-4.25,0.696750957,2.01327465,-0.0510836098922306,0.244792888
"2000 BGR to CAN","Bulgaria","BGR","Americas",2000,0.045872253,8170172,1.62124301789485e-06,2689.93384580759,4649.03264309702,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0991558361797146,4.15106319,0.00323904124379184,0.049177627,30685730,2.42710020553528e-05,200,5186.38853741187,9,11.9,79.1365854,0.495361915,0.20522,710,1070,360,0.689000015,0.129826002,1.78499161,-0.003305374,0.266253141,0.0667975312349042,-200,-537.355894314852,2.111111111,1.529411765,0.905566171,0.98379953,1.515495566,1.985915493,0.841121495,-1.416666667,0.98040641,2.325536527,-0.0497039199351048,10.42817703
"2000 BGR to CZE","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2817.0592412781,4762.09972345514,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0970338428797762,4.15106319,0.00323904124379184,0.040010286,10255063,6.02903819313446e-06,5447.36753939867,5558.2857442526,7,16.3,74.9682927,0.48647459,0.26012,1060,890,-170,0.922600021,0.089121399,1.85628397,0.005861967,0.796696422,0.268905746813983,-3740.24058255518,-796.186020797465,2.714285714,1.116564417,0.955916322,1.001772403,1.195640474,1.330188679,1.011235955,3,0.732169971,2.236222074,-0.0547519068493598,1.725789861
"2000 BGR to DNK","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2766.43667005729,4717.07531030013,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0978788412890919,4.15106319,0.00323904124379184,0.037468626,5339616,3.07435476820805e-05,0,5410.19265262102,8,15.6,76.5926829,0.494813705,0.149,1090,1260,170,0.917200012,0.153441496,1.08589993,0.008403627,1.530104787,0.0527344155157417,0,-693.11734232089,2.375,1.166666667,0.935643091,0.984889494,2.087315436,1.293577982,0.714285714,-3,0.736480617,3.82269404,-0.0527417492711451,0.146875733
"2000 BGR to FIN","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2764.24580118117,4715.12672129985,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0979154115515399,4.15106319,0.00323904124379184,0.057733625,5176209,2.43459148191273e-05,0,5403.78340596683,6,24.3,77.4658537,0.488165178,0.17817,950,1100,150,1.08699997,0.121709204,2.85276293,-0.011861371,1.578408445,0.0665919941780592,0,-688.65668466698,3.166666667,0.748971193,0.925096816,0.998303118,1.745580064,1.484210526,0.818181818,-3.4,0.621435188,1.455102752,-0.0526547526692737,0.318230755
"2000 BGR to FRA","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2802.87406564854,4749.48323257332,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0972706236389074,4.15106319,0.00323904124379184,0.039236692,60912500,2.24196948245434e-05,0,5516.78792097621,10,20.2,79.0560976,0.485052959,0.24129,890,1330,440,1.02400002,0.146269462917224,1.78090038,0.006635561,0.134129645,0.0723133401494848,0,-767.304688402889,1.9,0.900990099,0.906488137,1.004708476,1.28894691,1.584269663,0.676691729,-1.159090909,0.659667986,2.33087894,-0.0541886316619799,1.578914128
"2000 BGR to GBR","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2752.56446533,4704.73718005606,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0981103978980427,4.15106319,0.00323904124379184,0.036723691,58892514,2.82909724994929e-05,200,5369.61040568518,10,8.6,77.7414634,0.487270088,0.21349,1030,1150,120,0.988199997,0.118479996,1.55286605,0.009148562,0.13873023,0.0573060193644425,-200,-664.873225629125,1.9,2.11627907,0.921817155,1.000136949,1.456789545,1.368932039,0.782608696,-4.25,0.683566113,2.673162434,-0.0521909017581362,0.244792888
"2000 BGR to DEU","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2731.24909855035,4685.77899880819,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0984661967164042,4.15106319,0.00323904124379184,0.02912503,82211508,2.36947604829241e-05,0,5307.2536646202,7,14.5,77.9268293,0.486978833,0.25035,1020,930,-90,1.01290001,0.145266782990327,1.6756575,0.016747224,0.099379907,0.068422004901177,0,-621.474665812016,2.714285714,1.255172414,0.919624412,1.000735117,1.242300779,1.382352941,0.967741935,5.666666667,0.666897052,2.477274258,-0.0513444957966995,0.146875733
"2000 BGR to ITA","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2747.54834188883,4700.27577067275,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.098194127669694,4.15106319,0.00323904124379184,0.037869551,56942108,2.01375912180842e-05,1200,5354.9360576524,4,7.5,79.7780488,0.483922385,0.32778,980,950,-30,1.1625,0.092210598,1.35115642,0.008002702,0.143482078,0.0805082892157888,-1200,-654.660286979651,4.75,2.426666667,0.898284875,1.007055747,0.948837635,1.43877551,0.947368421,17,0.581075295,3.072229927,-0.0519917179097981,0.220313599
"2000 BGR to NLD","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2791.57610995876,4739.43467493359,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0974592105549047,4.15106319,0.00323904124379184,0.041956425,15925513,2.62144985470798e-05,5308.09227419394,5483.7364748156,13,9.6,77.9878049,0.495331337,0.23205,880,1300,420,0.965299988,0.110814896,1.13021396,0.003915828,0.513024102,0.0618452805794926,-3601.19366506704,-744.301799882012,1.461538462,1.895833333,0.918905394,0.983860262,1.340271493,1.602272727,0.692307692,-1.214285714,0.699782492,3.672811819,-0.0537400042868692,1.22396444
"2000 BGR to NOR","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2767.591693799,4718.10260434894,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0978595614856182,4.15106319,0.00323904124379184,0.032049792,4490967,3.81314606186151e-05,200,5413.5716006415,6,13.9,78.6341463,0.495404584,0.2398,980,1320,340,0.954800034,0.156301899,1.06681484,0.013822461,1.81924561,0.0425172021106212,-200,-695.468996292561,3.166666667,1.309352518,0.911352357,0.983714796,1.296955796,1.43877551,0.681818182,-1.5,0.707478013,3.891081221,-0.0527876137871393,0.146875733
"2000 BGR to ESP","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2714.91474027155,4671.2509952313,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0987388519061729,4.15106319,0.00323904124379184,0.052459947,40567864,1.47496874250022e-05,500,5259.46854507786,5,8.6,78.9658537,0.490907169,0.23738,890,980,90,0.948099976,0.106530304,1.35457062,-0.006587693,0.201395173,0.109917110185446,-500,-588.217549846564,3.8,2.11627907,0.907524091,0.992727036,1.310177774,1.584269663,0.918367347,-5.666666667,0.712477637,3.064486361,-0.0506958793142178,0.061198222
"2000 BGR to SVK","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2885.15761965179,4822.66736056131,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0958971360706384,4.15106319,0.00323904124379184,0.011665291,5388720,5.42662428183316e-06,5819.55177332022,5757.50319104069,8,14.2,73.0512195,0.485566121,0.43767,980,1020,40,0.729000015,0.073234301,2.38923975,0.034206963,1.516161909,0.298757189312391,-4111.81460460716,-934.835830479388,2.375,1.281690141,0.981002303,1.003646667,0.71060388,1.43877551,0.882352941,-12.75,0.92661182,1.737399183,-0.0574560063854133,0.097917155
"2000 BGR to SWE","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2700.99617308516,4658.87162957656,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0989711824031987,4.15106319,0.00323904124379184,0.047663489,8872109,2.96249126785976e-05,0,5218.75066773569,5,15.1,79.6439024,0.494532655,0.15974,1050,1020,-30,0.915800018,0.129130201,1.08088122,-0.001791235,0.920882735,0.0547256640208127,0,-559.879038159133,3.8,1.205298013,0.899797881,0.98544922,1.946976337,1.342857143,0.882352941,17,0.737606484,3.840443439,-0.0501431908072359,8.053686018
"2000 BGR to CHE","Bulgaria","BGR","Europe",2000,0.045872253,8170172,1.62124301789485e-06,2744.39439984946,4697.47061111599,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0982467736721011,4.15106319,0.00323904124379184,0.039764092,7184250,3.88650219438355e-05,0,5345.70940210778,7,20.2,79.6804878,0.48858249,0.26617,870,1090,220,1.22279999,0.144521599,0.96587737,0.006108161,1.13723381,0.0417147073849009,0,-648.238790991786,2.714285714,0.900990099,0.899384737,0.99745044,1.168463764,1.620689655,0.825688073,-2.318181818,0.552420704,4.297712441,-0.0518664789039791,0.771097597
"2000 BGR to USA","Bulgaria","BGR","Americas",2000,0.045872253,8170172,1.62124301789485e-06,2753.95795248239,4705.9765667518,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.0980871376329323,4.15106319,0.00323904124379184,0.040771595,282162411,3.63299560833424e-05,700,5373.68696314895,12,11,76.6365854,0.492567313,0.20943,850,1440,590,0.789599991,0.145584684874586,5.532622,0.005100659,0.028955565,0.0446255154885311,-700,-667.710396397158,1.583333333,1.654545455,0.935107093,0.989381159,1.485030798,1.658823529,0.625,-0.86440678,0.855496503,0.750288596,-0.0522462353512738,15.28731586
"2000 SRB to AUS","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Oceania",2000,0.061318131,7516346,9.14785719949561e-07,5666.47016880599,2602.19232863615,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.953852623571561,0.100936720633267,2.40313369,0,0.039124277,19153000,2.17120703962826e-05,5150.58100036768,5793.01991119519,7,12.7,79.2341463,0.498832474,0.15765,670,1300,630,0.847600021,0.133601599,1.90612252,0.022193854,0.392437007,0.0421325881527257,-4053.09399572773,-2611.46394764791,1.857142857,1.818897638,0.903435326,0.983790333,2.995940374,2.059701493,0.753846154,-0.634920635,1,1.260744608,-0.0377036070523111,161.9403897
"2000 SRB to AUT","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5544.3572793496,2741.65805484026,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.95946442216011,0.099006682233582,2.40313369,0,0.033757221,8011566,2.46256007252515e-05,200,5070.33389745375,6,19.9,78.1268293,0.485347632,0.39787,960,980,20,1.00959999,0.110332203,1.01620021,0.027560909,0.938186866,0.0371477524611826,-200,-1935.32331304185,2.166666667,1.16080402,0.916240009,1.011123847,1.187096288,1.4375,1,-20,1,2.36482306,-0.0349887855108597,52.29934865
"2000 SRB to BEL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5559.24735981966,2724.65202136386,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.958780136226518,0.0992420253428112,2.40313369,0,0.037166794,10251250,2.30988865065236e-05,300,5158.45606823444,8,22,77.7219512,0.489671025,0.02871,1020,1140,120,0.969499969,0.137056280610294,2.06184645,0.024151337,0.733212633,0.0396030224093792,-300,-2017.76987951967,1.625,1.05,0.921012992,1.002196455,16.45106235,1.352941176,0.859649123,-3.333333333,1,1.165525052,-0.0353198227289128,11.85416424
"2000 SRB to BLR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5678.32659933754,2588.65104153998,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.953307751523914,0.10112411580761,2.40313369,0,0.058000034,9979610,1.27628803430194e-06,7300,5863.18839673501,22,41.8,68.9121951,0.469430646,0.30027,1350,940,-410,0.817699966,0.143802869872667,10.2617246,0.003318096,0.753170314,0.716754913752598,-7300,-2677.11315551984,0.590909091,0.552631579,1.038755574,1.045408025,1.572951011,1.022222222,1.042553191,0.975609756,1,0.234184193,-0.0379671999715768,0.252782402999998
"2000 SRB to BGR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5628.30792571657,2645.77761246439,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.95560640093985,0.100333552573707,2.40313369,0,0.045872253,8170172,1.62124301789485e-06,4826.30999660115,5567.16890188323,19,18.2,71.6634146,0.487336819,0.31101,1410,900,-510,0.675500031,0.140968996833709,4.15106319,0.015445877,0.919974023,0.564249597285786,-3580.46035032977,-2400.15911835971,0.684210526,1.269230769,0.998876863,1.006996693,1.518632841,0.978723404,1.088888889,0.784313725,1,0.578920045,-0.0368551816316166,1.75617248099999
"2000 SRB to CAN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2000,0.061318131,7516346,9.14785719949561e-07,5598.08684781524,2680.29325282752,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.956995235509781,0.0998558975031483,2.40313369,0,0.049177627,30685730,2.42710020553528e-05,200,5388.31513454791,9,11.9,79.1365854,0.495361915,0.20522,710,1070,360,0.689000015,0.129826002,1.78499161,0.012140503,0.244945973,0.0376904800989794,-200,-2232.82462253667,1.444444444,1.941176471,0.904549096,0.990682873,2.301481337,1.943661972,0.91588785,-1.111111111,1,1.346299712,-0.0361833047015264,90.73557817
"2000 SRB to CZE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5582.35473147645,2698.26097957353,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.957718217896472,0.0996072457123556,2.40313369,0,0.040010286,10255063,6.02903819313446e-06,4435.83796937764,5295.20964424942,7,16.3,74.9682927,0.48647459,0.26012,1060,890,-170,0.922600021,0.089121399,1.85628397,0.021307845,0.732940012,0.151729959347624,-3011.33694580406,-2145.7156926574,1.857142857,1.417177914,0.954842697,1.008781496,1.81573889,1.301886792,1.101123596,2.352941176,1,1.294593785,-0.0358335472883711,1.915824524
"2000 SRB to DNK","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5592.53620658705,2686.63266722705,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.957250319807176,0.0997681676102519,2.40313369,0,0.037468626,5339616,3.07435476820805e-05,0,5355.46544275234,8,15.6,76.5926829,0.494813705,0.149,1090,1260,170,0.917200012,0.153441496,1.08589993,0.023849505,1.407656655,0.0297553727178586,0,-2202.09065088793,1.625,1.480769231,0.934592236,0.991780463,3.169865772,1.266055046,0.777777778,-2.352941176,1,2.213034207,-0.0360599024919625,73.75924419
"2000 SRB to FIN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5571.83573555545,2710.27477608257,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.958201627033093,0.0994409891759324,2.40313369,0,0.057733625,5176209,2.43459148191273e-05,0,5232.95633696509,6,24.3,77.4658537,0.488165178,0.17817,950,1100,150,1.08699997,0.121709204,2.85276293,0.003584506,1.452094767,0.0375745058974273,0,-2087.47187737221,2.166666667,0.950617284,0.924057806,1.005287938,2.650895212,1.452631579,0.890909091,-2.666666667,1,0.842388151,-0.0355996883006108,47.35013529
"2000 SRB to FRA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5611.98341836737,2664.42191187059,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.956356607144198,0.100075537828661,2.40313369,0,0.039236692,60912500,2.24196948245434e-05,0,5470.55753517981,10,20.2,79.0560976,0.485052959,0.24129,890,1330,440,1.02400002,0.140044110628174,1.78090038,0.022081439,0.123395789,0.0408027730577368,0,-2309.77011186044,1.3,1.143564356,0.905470027,1.011738112,1.957437109,1.550561798,0.736842105,-0.909090909,1,1.349392542,-0.036492254143761,50.43674147
"2000 SRB to GBR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5587.96373606162,2691.85490809953,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.957460451462851,0.0996958980592258,2.40313369,0,0.036723691,58892514,2.82909724994929e-05,200,5328.40474087488,10,8.6,77.7414634,0.487270088,0.21349,1030,1150,120,0.988199997,0.118479996,1.55286605,0.02459444,0.127628208,0.0323348983484381,-200,-2176.7728229621,1.3,2.686046512,0.920781828,1.0071346,2.212328446,1.339805825,0.852173913,-3.333333333,1,1.547547317,-0.0359582470358075,205.4189629
"2000 SRB to DEU","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5555.32962619608,2729.12648402968,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.958960178907655,0.0991801041454101,2.40313369,0,0.02912503,82211508,2.36947604829241e-05,0,5135.27021694609,7,14.5,77.9268293,0.486978833,0.25035,1020,930,-90.0000000000001,1.01290001,0.136834316314043,1.6756575,0.032193101,0.0914269330000002,0.0386070887109751,0,-1996.07733821418,1.857142857,1.593103448,0.918591549,1.007736953,1.886598762,1.352941176,1.053763441,4.444444444,1,1.434143726,-0.0352327234252905,487.045168
"2000 SRB to GRC","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5580.97289837587,2699.8391778925,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.957781721176739,0.0995854053402382,2.40313369,0,0.039197709,10805808,1.2072929354288e-05,500,5287.03170775514,3,3.5,77.8878049,0.497047808,0.27284,970,960,-10,1.10360001,0.069577699,9.21633487520718,0.022120422,0.695583893,0.0757716452324516,-500,-2138.06446506219,4.333333333,6.6,0.919051794,0.987322663,1.731087817,1.422680412,1.020833333,40,1,1,-0.0358028262868059,0.146347707000004
"2000 SRB to HRV","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5635.36062474243,2637.72269053338,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.955282288337037,0.100445023033557,2.40313369,0,0.028955005,4468302,4.88056898347515e-06,4886.23796747595,5608.90804152532,11,20.8,72.8078049,0.481393608,0.46572,1120,980,-140,0.698600006,0.141368576674085,2.28090084,0.032363126,1.682148163,0.187434236263616,-3667.80696784064,-2439.210003293,1.181818182,1.110576923,0.983176555,1.019428919,1.014150133,1.232142857,1,2.857142857,1,1.053589726,-0.0370119776858744,20.59511364
"2000 SRB to HUN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5603.56045907412,2674.04181473137,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.956743691188181,0.0999424099095094,2.40313369,0,0.044791938,10210971,4.62428165646538e-06,4616.02660654934,5420.70894914896,16,33.4,71.2463415,0.475756247,0.35425,1330,960,-370,0.755500031,0.103236103,2.00577095,0.016526193,0.736104921,0.197822232274836,-3273.96669516971,-2263.13207825768,0.8125,0.691616766,1.004724247,1.031508401,1.333267466,1.037593985,1.020833333,1.081081081,1,1.198109729,-0.036304994375903,32.74197329
"2000 SRB to ISL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5675.6122823017,2591.7510762557,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.95343249020284,0.101081215044787,2.40313369,0,0.049850428,281205,3.20963722622286e-05,5228.26307772501,5847.12458097083,6,13.1,79.6536585,0.500426118,0.07599,650,1530,880,0.749000015,0.143476105,1.78291892,0.011467703,26.72906243,0.0285012185326031,-4166.31769743717,-2662.08394729044,2.166666667,1.763358779,0.8986772,0.980657379,6.215423082,2.123076923,0.640522876,-0.454545455,1,1.34786482,-0.0379068551022348,2.24843294900001
"2000 SRB to IRL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5642.99309363042,2629.00561061715,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.95493153193185,0.100565656965846,2.40313369,0,0.09399418,3805174,2.63345671971899e-05,200,5654.07836334984,7,12.7,76.5365854,0.497072106,0.40845,820,1440,620,0.969700012,0.135181999,0.97803518,-0.032676049,1.975296268,0.0347370706000125,-200,-2481.47108138648,1.857142857,1.818897638,0.935277246,0.987274399,1.156347166,1.682926829,0.680555556,-0.64516129,1,2.457103527,-0.0371816632206596,1.47678140399999
"2000 SRB to ITA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5545.22921799447,2740.66220946428,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.959424351500261,0.0990204635393415,2.40313369,0,0.037869551,56942108,2.01375912180842e-05,1200,5075.49418697189,4,7.5,79.7780488,0.483922385,0.32778,980,950,-30,1.1625,0.092210598,1.35115642,0.023448579,0.131999785,0.0454267697681764,-1200,-1940.1512484982,3.25,3.08,0.897275979,1.014101807,1.440935994,1.408163265,1.031578947,13.33333333,1,1.778575489,-0.0350081705063869,14.64807501
"2000 SRB to MLT","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5651.89151895124,2618.84267568893,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.954522597454269,0.100706299797592,2.40313369,0,0.196812701,390087,1.10830127945817e-05,5026.70375838057,5706.74084273517,9,6.8,78.3487805,0.496035809,0.07632,750,1130,380,1.08400002,0.142305155995704,1.01613366,-0.13549457,19.26838372,0.082539444544969,-3872.5396082489,-2530.74177648017,1.444444444,3.397058824,0.913644429,0.989336973,6.188548218,1.84,0.867256637,-1.052631579,1,2.36497794,-0.0373794935795473,1.037738284
"2000 SRB to NLD","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5651.45673101497,2619.33924911003,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.954542578492618,0.100699427816948,2.40313369,0,0.041956425,15925513,2.62144985470798e-05,5023.00929209379,5704.16768963161,13,9.6,77.9878049,0.495331337,0.23205,880,1300,420,0.965299988,0.110814896,1.13021396,0.019361706,0.471968846,0.0348961746610052,-3867.15482500082,-2528.33435010232,1,2.40625,0.917873338,0.99074403,2.035380306,1.568181818,0.753846154,-0.952380952,1,2.126264384,-0.0373698273464361,181.2316783
"2000 SRB to NOR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2000,0.061318131,7516346,9.14785719949561e-07,5596.7203329176,2681.85395615226,13,23.1,71.5829268,0.490746565,0.47231,1380,980,-400,0.957058034829393,0.0998342992407705,2.40313369,0,0.032049792,4490967,3.81314606186151e-05,200,5380.22785393001,6,13.9,78.6341463,0.495404584,0.2398,980,1320,340,0.954800034,0.156301899,1.06681484,0.029268339,1.673658702,0.0239903141686364,-200,-2225.25821202747,2.166666667,1.661870504,0.910328784,0.990597546,1.969599666,1.408163265,0.742424242,-1.176470588,1,2.252624917,-0.0361529242552251,80.2783693
